event_timestamp,team_id,hero_id,gold_earned,kills
2026-04-27T12:01:16.731216,team_a,5,160.2,1
2026-04-27T12:01:28.376546,team_a,50,239.86,0
2026-04-27T12:00:11.243429,team_a,40,320.91,1
2026-04-27T12:01:25.922354,team_b,4,252.14,2
2026-04-27T12:01:37.131655,team_a,3,364.16,2
2026-04-27T12:00:33.344561,team_a,10,95.99,3
2026-04-27T12:00:11.605965,team_b,50,169.03,0
2026-04-27T12:01:27.567814,team_a,20,85.46,2
2026-04-27T12:01:39.528560,team_b,50,136.53,0
2026-04-27T12:00:05.498926,team_a,5,493.35,1
2026-04-27T12:01:43.978040,team_b,5,254.03,2
2026-04-27T12:00:19.518492,team_b,4,351.58,0
2026-04-27T12:01:13.095721,team_a,40,378.11,1
2026-04-27T12:00:55.471225,team_b,40,148.83,2
2026-04-27T12:01:41.142230,team_a,4,419.81,2
2026-04-27T12:00:48.139774,team_a,4,460.91,2
2026-04-27T12:00:25.515185,team_b,20,448.11,3
2026-04-27T12:00:17.144591,team_a,4,385.25,2
2026-04-27T12:01:29.641657,team_b,50,229.73,1
2026-04-27T12:01:59.679093,team_a,40,272.08,0
2026-04-27T12:01:43.332349,team_a,3,406.44,3
2026-04-27T12:01:11.569084,team_b,20,318.15,3
2026-04-27T12:01:03.493721,team_a,2,356.77,2
2026-04-27T12:01:32.231848,team_b,2,182.08,1
2026-04-27T12:00:54.446845,team_b,40,392.88,0
2026-04-27T12:01:44.462228,team_b,40,324.04,1
2026-04-27T12:00:44.869662,team_a,40,479.07,0
2026-04-27T12:01:11.873350,team_b,1,100.34,2
2026-04-27T12:01:45.446625,team_b,4,76.07,0
2026-04-27T12:00:10.278414,team_b,2,490.09,1
2026-04-27T12:00:15.406976,team_b,40,124.31,3
2026-04-27T12:01:55.723549,team_a,5,229.55,2
2026-04-27T12:00:52.572010,team_b,2,161.56,0
2026-04-27T12:00:40.570267,team_a,50,149.1,0
2026-04-27T12:01:24.940914,team_a,4,80.33,0
2026-04-27T12:01:43.156248,team_a,40,157.1,3
2026-04-27T12:00:25.708417,team_a,50,309.3,1
2026-04-27T12:01:34.154331,team_b,4,92.45,3
2026-04-27T12:00:42.515708,team_b,30,438.73,0
2026-04-27T12:01:20.803746,team_a,1,231.18,2
2026-04-27T12:01:36.071101,team_a,4,136.22,3
2026-04-27T12:00:16.821876,team_a,5,258.18,0
2026-04-27T12:00:53.175689,team_a,1,343.47,0
2026-04-27T12:01:56.279551,team_a,3,232.89,3
2026-04-27T12:00:25.649676,team_b,1,124.09,0
2026-04-27T12:01:58.237061,team_b,30,178.36,3
2026-04-27T12:00:18.575619,team_b,4,485.92,0
2026-04-27T12:01:29.757067,team_a,1,312.88,1
2026-04-27T12:00:06.825550,team_a,3,80.83,0
2026-04-27T12:01:21.025506,team_a,20,103.95,1
2026-04-27T12:01:09.470287,team_a,50,86.89,2
2026-04-27T12:01:52.164751,team_a,10,157.41,3
2026-04-27T12:00:15.705394,team_b,30,192.28,0
2026-04-27T12:00:01.117855,team_a,2,291.94,2
2026-04-27T12:00:15.894788,team_b,2,445.67,2
2026-04-27T12:00:34.198487,team_b,40,366.59,0
2026-04-27T12:01:20.143584,team_b,2,472.52,1
2026-04-27T12:00:31.735911,team_a,40,119.95,2
2026-04-27T12:01:12.579579,team_b,4,359.37,2
2026-04-27T12:01:00.649087,team_b,1,91.53,3
2026-04-27T12:01:39.521771,team_a,1,200.1,1
2026-04-27T12:01:16.453605,team_b,3,383.55,3
2026-04-27T12:01:07.308824,team_a,2,475.27,1
2026-04-27T12:01:05.470835,team_b,50,298.64,3
2026-04-27T12:00:15.293462,team_b,10,454.54,0
2026-04-27T12:01:47.870956,team_a,4,350.12,2
2026-04-27T12:01:33.613949,team_b,50,387.26,1
2026-04-27T12:01:43.752684,team_a,20,61.15,2
2026-04-27T12:01:33.886380,team_b,4,170.06,0
2026-04-27T12:00:45.905007,team_a,30,150.1,3
2026-04-27T12:00:41.959011,team_a,4,60.65,1
2026-04-27T12:00:47.815917,team_b,2,485.1,2
2026-04-27T12:00:42.137535,team_b,40,199.02,0
2026-04-27T12:00:13.841010,team_b,3,311.27,2
2026-04-27T12:00:04.590864,team_b,10,377.85,2
2026-04-27T12:00:52.367266,team_a,20,454.78,1
2026-04-27T12:00:30.566701,team_b,1,283.96,1
2026-04-27T12:00:43.706577,team_a,10,330.42,0
2026-04-27T12:01:26.370512,team_b,40,189.18,3
2026-04-27T12:00:39.141949,team_b,40,107.28,3
2026-04-27T12:01:19.791532,team_b,3,326.98,2
2026-04-27T12:00:48.729020,team_a,5,179.11,3
2026-04-27T12:01:34.291059,team_b,30,248.8,1
2026-04-27T12:01:01.340880,team_a,2,177.7,2
2026-04-27T12:00:11.206464,team_a,5,151.09,1
2026-04-27T12:00:17.682475,team_a,4,492.77,0
2026-04-27T12:00:54.649940,team_a,20,272.47,1
2026-04-27T12:00:17.708561,team_a,2,400.29,1
2026-04-27T12:00:21.106402,team_b,1,300.83,0
2026-04-27T12:00:54.775419,team_b,40,494.55,2
2026-04-27T12:01:54.004753,team_b,50,416.75,3
2026-04-27T12:01:39.668300,team_b,3,384.64,3
2026-04-27T12:00:54.008371,team_a,5,394.62,3
2026-04-27T12:01:15.209812,team_b,30,84.87,2
2026-04-27T12:00:28.139229,team_b,10,451.86,0
2026-04-27T12:00:16.604887,team_a,20,362.28,1
2026-04-27T12:00:07.707462,team_b,10,294.18,3
2026-04-27T12:00:07.471885,team_b,20,457.18,0
2026-04-27T12:01:42.807844,team_b,30,52.65,2
2026-04-27T12:00:35.833518,team_b,20,292.2,1
2026-04-27T12:00:58.587537,team_b,20,268.54,3
2026-04-27T12:00:40.335545,team_b,3,428.23,1
2026-04-27T12:01:57.686637,team_a,20,316.35,0
2026-04-27T12:00:10.073695,team_b,3,440.08,1
2026-04-27T12:00:06.034156,team_b,10,145.25,2
2026-04-27T12:00:40.500066,team_b,5,388.4,3
2026-04-27T12:00:30.272584,team_a,30,58.72,0
2026-04-27T12:01:59.988939,team_b,4,342.56,0
2026-04-27T12:01:30.507984,team_a,4,427.65,1
2026-04-27T12:00:28.625393,team_b,2,303.79,1
2026-04-27T12:00:55.804078,team_b,10,125.51,0
2026-04-27T12:01:33.335026,team_a,5,98.64,0
2026-04-27T12:01:51.466460,team_b,20,473.66,1
2026-04-27T12:00:09.119577,team_a,2,363.74,2
2026-04-27T12:01:42.035189,team_a,50,402.19,2
2026-04-27T12:01:03.929429,team_b,2,277.68,2
2026-04-27T12:00:01.518258,team_b,30,97.49,2
2026-04-27T12:01:16.270213,team_b,3,245.97,2
2026-04-27T12:01:13.909482,team_b,30,246.01,2
2026-04-27T12:00:38.676550,team_a,2,175.52,3
2026-04-27T12:00:29.263613,team_b,50,324.65,3
2026-04-27T12:00:40.367594,team_b,10,131.83,1
2026-04-27T12:00:42.578996,team_b,10,175.85,2
2026-04-27T12:01:06.694923,team_a,2,158.61,3
2026-04-27T12:00:58.629342,team_a,30,340.66,3
2026-04-27T12:00:53.780946,team_a,2,182.41,3
2026-04-27T12:01:23.014459,team_b,50,216.06,2
2026-04-27T12:00:51.060458,team_b,10,366.28,2
2026-04-27T12:00:36.794759,team_a,2,374.58,2
2026-04-27T12:00:14.346569,team_a,4,147.37,3
2026-04-27T12:00:33.179955,team_b,2,424.68,2
2026-04-27T12:00:27.297980,team_a,5,56.37,1
2026-04-27T12:00:32.917359,team_a,40,181.46,1
2026-04-27T12:01:16.544359,team_b,2,442.72,2
2026-04-27T12:00:56.327633,team_b,10,132.96,0
2026-04-27T12:00:30.297407,team_b,2,419.95,3
2026-04-27T12:00:59.009587,team_a,3,117.14,2
2026-04-27T12:00:10.221709,team_a,2,301.13,3
2026-04-27T12:01:12.758118,team_a,40,221.17,3
2026-04-27T12:00:35.682376,team_b,5,305.88,0
2026-04-27T12:01:13.155709,team_a,4,331.48,2
2026-04-27T12:01:19.251376,team_a,4,128.22,0
2026-04-27T12:00:18.783914,team_b,30,360.22,3
2026-04-27T12:00:34.951115,team_a,5,368.13,3
2026-04-27T12:00:08.541571,team_a,5,404.52,1
2026-04-27T12:00:51.016676,team_a,3,458.79,1
2026-04-27T12:00:08.569180,team_a,5,317.77,2
2026-04-27T12:00:52.698414,team_b,5,364.88,2
2026-04-27T12:01:00.056661,team_b,30,86.2,0
2026-04-27T12:01:46.730747,team_b,50,162.67,0
2026-04-27T12:00:27.470930,team_a,5,309.31,1
2026-04-27T12:00:56.460099,team_b,5,131.67,3
2026-04-27T12:01:16.174166,team_b,2,261.5,3
2026-04-27T12:00:39.997007,team_a,3,198.41,3
2026-04-27T12:00:34.586135,team_b,40,66.51,0
2026-04-27T12:00:37.742059,team_b,2,486.58,3
2026-04-27T12:01:43.789270,team_a,40,257.89,0
2026-04-27T12:00:22.509905,team_b,50,390.4,3
2026-04-27T12:01:31.198864,team_a,5,297.15,2
2026-04-27T12:00:52.573931,team_b,2,62.99,1
2026-04-27T12:01:25.173939,team_b,40,56.15,3
2026-04-27T12:00:11.185104,team_a,30,476.18,1
2026-04-27T12:00:59.805061,team_b,40,367.44,3
2026-04-27T12:01:40.166873,team_b,4,255.55,1
2026-04-27T12:00:46.030322,team_a,2,174.31,3
2026-04-27T12:00:40.785029,team_b,1,177.28,2
2026-04-27T12:01:40.497111,team_b,3,250.95,3
2026-04-27T12:00:41.414873,team_b,30,469.78,1
2026-04-27T12:01:57.692956,team_a,50,222.34,3
2026-04-27T12:00:05.237676,team_b,20,223.74,1
2026-04-27T12:00:59.439438,team_a,3,276.03,2
2026-04-27T12:01:44.364038,team_b,2,286.68,3
2026-04-27T12:00:01.841712,team_a,20,441.92,1
2026-04-27T12:00:08.979390,team_b,10,330.47,3
2026-04-27T12:01:17.980398,team_b,40,221.0,2
2026-04-27T12:01:15.215901,team_b,40,66.15,0
2026-04-27T12:00:28.172429,team_b,4,386.04,3
2026-04-27T12:01:57.400527,team_a,30,124.86,2
2026-04-27T12:01:48.410887,team_a,10,408.26,2
2026-04-27T12:00:43.015601,team_b,3,159.89,3
2026-04-27T12:01:07.911367,team_a,3,128.78,3
2026-04-27T12:01:14.365244,team_a,30,460.77,1
2026-04-27T12:00:27.862613,team_b,30,164.9,0
2026-04-27T12:01:47.869024,team_b,5,354.92,1
2026-04-27T12:00:08.863428,team_b,50,184.62,3
2026-04-27T12:01:22.837621,team_b,5,139.65,3
2026-04-27T12:01:42.400255,team_a,4,221.61,2
2026-04-27T12:01:08.977432,team_b,1,490.08,3
2026-04-27T12:00:32.937646,team_a,50,385.33,2
2026-04-27T12:01:33.088918,team_a,50,410.87,1
2026-04-27T12:01:16.394145,team_b,3,332.71,0
2026-04-27T12:00:37.071946,team_b,1,310.81,1
2026-04-27T12:00:10.816005,team_b,10,386.37,1
2026-04-27T12:00:24.095375,team_b,40,275.81,2
2026-04-27T12:01:39.656714,team_b,30,485.32,2
2026-04-27T12:01:29.587122,team_b,2,260.75,0
2026-04-27T12:00:16.890842,team_a,20,485.27,2
2026-04-27T12:00:10.836345,team_b,1,169.01,0
2026-04-27T12:00:54.574323,team_b,50,221.46,2
2026-04-27T12:00:13.001532,team_a,30,61.26,2
2026-04-27T12:01:49.830709,team_a,2,335.93,3
2026-04-27T12:01:49.126517,team_b,20,102.5,0
2026-04-27T12:01:53.551384,team_b,30,102.25,1
2026-04-27T12:01:46.471117,team_a,20,254.14,3
2026-04-27T12:01:10.480841,team_a,20,344.71,3
2026-04-27T12:01:13.878266,team_b,1,360.63,1
2026-04-27T12:00:53.205970,team_a,10,94.71,2
2026-04-27T12:01:05.335903,team_b,1,229.16,1
2026-04-27T12:01:56.184825,team_b,2,348.25,0
2026-04-27T12:00:06.069421,team_b,4,494.97,1
2026-04-27T12:00:08.233218,team_a,50,147.18,1
2026-04-27T12:00:39.427146,team_a,50,51.28,1
2026-04-27T12:01:58.503277,team_b,3,99.47,0
2026-04-27T12:00:15.816388,team_b,4,314.98,0
2026-04-27T12:00:20.909544,team_a,3,383.77,0
2026-04-27T12:01:29.479833,team_b,30,400.11,0
2026-04-27T12:00:54.240650,team_a,50,69.51,2
2026-04-27T12:00:54.965103,team_a,1,499.36,3
2026-04-27T12:00:51.152834,team_a,30,370.58,3
2026-04-27T12:00:08.818886,team_a,10,323.73,0
2026-04-27T12:00:15.142991,team_b,20,497.58,2
2026-04-27T12:00:54.445850,team_b,2,406.89,0
2026-04-27T12:01:42.335128,team_a,20,253.2,1
2026-04-27T12:00:49.657629,team_b,20,237.2,0
2026-04-27T12:00:37.505802,team_b,5,218.44,1
2026-04-27T12:01:22.418524,team_b,2,91.05,0
2026-04-27T12:00:11.187612,team_a,10,415.3,0
2026-04-27T12:01:10.375810,team_b,2,234.86,3
2026-04-27T12:01:44.171058,team_a,5,320.18,2
2026-04-27T12:00:12.432068,team_a,3,345.53,1
2026-04-27T12:01:41.672982,team_b,40,215.4,2
2026-04-27T12:01:08.892001,team_b,40,488.55,0
2026-04-27T12:01:13.079390,team_b,1,131.19,2
2026-04-27T12:01:50.584503,team_b,1,131.63,1
2026-04-27T12:01:07.958531,team_b,2,113.84,0
2026-04-27T12:00:11.010922,team_a,20,238.92,2
2026-04-27T12:00:18.889113,team_b,10,399.58,0
2026-04-27T12:01:46.001062,team_a,3,389.5,0
2026-04-27T12:01:20.876245,team_b,30,347.87,3
2026-04-27T12:01:12.849121,team_b,5,147.01,0
2026-04-27T12:00:41.420743,team_a,5,355.2,3
2026-04-27T12:01:03.232093,team_b,1,149.23,0
2026-04-27T12:00:00.922450,team_b,4,395.31,2
2026-04-27T12:00:34.733656,team_a,1,273.82,3
2026-04-27T12:00:21.083376,team_b,40,366.65,2
2026-04-27T12:00:08.649060,team_a,20,58.43,0
2026-04-27T12:01:43.453202,team_b,50,231.99,3
2026-04-27T12:00:34.741825,team_b,1,484.79,1
2026-04-27T12:01:36.158659,team_b,10,89.66,0
2026-04-27T12:00:29.197977,team_b,40,85.39,2
2026-04-27T12:01:29.496579,team_a,10,400.6,0
2026-04-27T12:01:01.257994,team_a,40,279.48,2
2026-04-27T12:00:42.131968,team_a,4,96.26,2
2026-04-27T12:00:23.672616,team_a,2,129.72,3
2026-04-27T12:00:55.674368,team_b,50,339.35,2
2026-04-27T12:01:43.709625,team_b,3,247.89,3
2026-04-27T12:00:53.064968,team_b,5,316.14,2
2026-04-27T12:01:00.880426,team_b,30,253.36,0
2026-04-27T12:00:44.248512,team_b,2,340.1,0
2026-04-27T12:01:13.801007,team_b,30,311.15,0
2026-04-27T12:00:53.968044,team_a,10,322.25,1
2026-04-27T12:01:54.926683,team_b,2,414.94,2
2026-04-27T12:01:57.886270,team_a,40,340.76,0
2026-04-27T12:00:29.729247,team_b,30,285.83,1
2026-04-27T12:00:43.667755,team_b,20,233.95,2
2026-04-27T12:01:21.467726,team_a,10,79.66,0
2026-04-27T12:01:06.955585,team_b,5,163.4,1
2026-04-27T12:00:40.003444,team_a,10,189.6,3
2026-04-27T12:00:15.474199,team_a,5,301.51,2
2026-04-27T12:01:37.582174,team_a,20,278.82,0
2026-04-27T12:00:43.511720,team_a,4,203.78,3
2026-04-27T12:00:23.040628,team_a,3,84.72,0
2026-04-27T12:01:00.922766,team_a,10,444.38,1
2026-04-27T12:01:11.669573,team_a,3,131.38,1
2026-04-27T12:01:26.541960,team_a,20,213.93,1
2026-04-27T12:01:56.350632,team_b,30,155.3,1
2026-04-27T12:00:37.136148,team_b,4,215.53,3
2026-04-27T12:00:55.401597,team_b,20,276.31,3
2026-04-27T12:01:55.952178,team_a,50,112.28,2
2026-04-27T12:00:06.261576,team_b,10,299.54,0
2026-04-27T12:01:25.368117,team_a,5,87.74,1
2026-04-27T12:00:32.734956,team_a,20,91.27,1
2026-04-27T12:01:38.004391,team_b,1,236.7,3
2026-04-27T12:01:00.240854,team_a,20,497.54,2
2026-04-27T12:00:26.944651,team_b,2,427.63,2
2026-04-27T12:01:34.965676,team_a,1,179.1,3
2026-04-27T12:01:23.528639,team_a,30,251.87,0
2026-04-27T12:01:48.702899,team_a,5,147.04,1
2026-04-27T12:01:05.856509,team_b,2,399.28,1
2026-04-27T12:00:36.138143,team_a,4,238.92,3
2026-04-27T12:00:07.536858,team_b,50,291.22,1
2026-04-27T12:01:26.225319,team_b,20,50.7,2
2026-04-27T12:00:28.867709,team_b,3,348.97,0
2026-04-27T12:01:02.818147,team_b,2,479.03,0
2026-04-27T12:00:46.854448,team_b,1,336.05,2
2026-04-27T12:00:30.438031,team_a,10,404.83,2
2026-04-27T12:00:28.935111,team_a,50,380.83,2
2026-04-27T12:00:16.009151,team_b,40,202.35,1
2026-04-27T12:01:39.646039,team_b,30,334.28,1
2026-04-27T12:00:07.572064,team_b,1,182.05,0
2026-04-27T12:01:34.933106,team_a,10,470.02,3
2026-04-27T12:01:58.694724,team_b,5,66.48,1
2026-04-27T12:00:34.333307,team_a,10,172.95,2
2026-04-27T12:00:52.434166,team_b,30,452.59,3
2026-04-27T12:00:40.684395,team_a,30,361.43,2
2026-04-27T12:01:50.917256,team_b,2,377.19,0
2026-04-27T12:00:51.672858,team_a,40,182.19,0
2026-04-27T12:00:09.608269,team_b,5,250.66,3
2026-04-27T12:00:19.997373,team_b,10,251.21,2
2026-04-27T12:01:13.782178,team_b,5,337.76,0
2026-04-27T12:00:09.004940,team_b,10,280.89,1
2026-04-27T12:01:54.334728,team_a,50,355.14,3
2026-04-27T12:00:04.175876,team_a,4,400.33,2
2026-04-27T12:00:43.458070,team_a,50,119.05,3
2026-04-27T12:01:53.858824,team_b,30,393.39,1
2026-04-27T12:01:03.535186,team_b,10,342.3,1
2026-04-27T12:01:55.262406,team_a,3,274.57,3
2026-04-27T12:01:49.625101,team_a,5,398.73,3
2026-04-27T12:00:25.748451,team_b,30,140.08,1
2026-04-27T12:01:42.339155,team_b,3,454.41,3
2026-04-27T12:01:59.671488,team_b,10,369.29,2
2026-04-27T12:01:46.959802,team_a,3,407.16,1
2026-04-27T12:00:14.563495,team_a,3,156.53,3
2026-04-27T12:00:03.154083,team_b,30,411.65,1
2026-04-27T12:01:13.433804,team_a,2,189.18,3
2026-04-27T12:01:03.083479,team_b,50,83.19,2
2026-04-27T12:01:17.080631,team_b,30,356.05,2
2026-04-27T12:00:15.400153,team_a,3,244.68,0
2026-04-27T12:01:39.766897,team_a,5,124.1,2
2026-04-27T12:01:52.168540,team_a,10,476.37,2
2026-04-27T12:01:41.512045,team_b,4,335.78,2
2026-04-27T12:00:15.020435,team_b,50,290.07,1
2026-04-27T12:01:11.017013,team_a,3,346.43,2
2026-04-27T12:01:41.103600,team_a,1,86.55,2
2026-04-27T12:01:18.135597,team_b,50,337.55,3
2026-04-27T12:01:46.679626,team_b,5,267.33,3
2026-04-27T12:00:35.692065,team_a,1,121.14,3
2026-04-27T12:00:58.110136,team_a,10,323.0,2
2026-04-27T12:01:43.378209,team_b,10,488.92,1
2026-04-27T12:01:31.279799,team_a,10,158.78,0
2026-04-27T12:00:32.096601,team_a,3,93.57,2
2026-04-27T12:01:53.446187,team_b,4,483.21,1
2026-04-27T12:01:37.617342,team_b,4,393.4,3
2026-04-27T12:01:59.516329,team_b,30,445.58,3
